instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,season_name
14451,2012-08-30,3,2012,8,0,0,4,1,1,0.64,0.6061,0.73,0.0,31,501,532,Gugur
14452,2012-08-30,3,2012,8,0,0,4,1,1,0.66,0.6212,0.65,0.0,53,701,754,Gugur
14453,2012-08-30,3,2012,8,0,0,4,1,1,0.7,0.6515,0.58,0.0,57,339,396,Gugur
14454,2012-08-30,3,2012,8,0,0,4,1,1,0.72,0.6667,0.54,0.0,73,161,234,Gugur
14455,2012-08-30,3,2012,8,0,0,4,1,1,0.76,0.6818,0.4,0.0896,85,191,276,Gugur
14456,2012-08-30,3,2012,8,0,0,4,1,1,0.76,0.6818,0.45,0.1343,73,221,294,Gugur
14457,2012-08-30,3,2012,8,0,0,4,1,1,0.76,0.6818,0.48,0.1045,76,214,290,Gugur
14458,2012-08-30,3,2012,8,0,0,4,1,1,0.76,0.6818,0.48,0.1343,74,199,273,Gugur
14459,2012-08-30,3,2012,8,0,0,4,1,1,0.8,0.7273,0.46,0.1642,99,239,338,Gugur
14460,2012-08-30,3,2012,8,0,0,4,1,1,0.8,0.7273,0.43,0.1642,77,405,482,Gugur
14461,2012-08-30,3,2012,8,0,0,4,1,1,0.82,0.7273,0.34,0.2239,93,751,844,Gugur
14462,2012-08-30,3,2012,8,0,0,4,1,1,0.8,0.7121,0.38,0.1343,109,744,853,Gugur
14463,2012-08-30,3,2012,8,0,0,4,1,1,0.76,0.6818,0.48,0.1343,78,532,610,Gugur
14464,2012-08-30,3,2012,8,0,0,4,1,1,0.74,0.6818,0.58,0.1642,68,403,471,Gugur
14465,2012-08-30,3,2012,8,0,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307,Gugur
14466,2012-08-30,3,2012,8,0,0,4,1,1,0.7,0.6515,0.7,0.0,38,253,291,Gugur
14467,2012-08-30,3,2012,8,0,0,4,1,1,0.7,0.6667,0.74,0.1045,19,133,152,Gugur
14468,2012-08-31,3,2012,8,0,0,5,1,1,0.68,0.6364,0.83,0.1642,13,69,82,Gugur
14469,2012-08-31,3,2012,8,0,0,5,1,1,0.68,0.6364,0.83,0.1642,8,24,32,Gugur
14470,2012-08-31,3,2012,8,0,0,5,1,1,0.66,0.5909,0.89,0.1343,9,11,20,Gugur
14471,2012-08-31,3,2012,8,0,0,5,1,1,0.66,0.5909,0.89,0.1045,3,2,5,Gugur
14472,2012-08-31,3,2012,8,0,0,5,1,1,0.64,0.5758,0.89,0.1343,0,7,7,Gugur
14473,2012-08-31,3,2012,8,0,0,5,1,1,0.64,0.5758,0.89,0.1642,2,27,29,Gugur
14474,2012-08-31,3,2012,8,0,0,5,1,2,0.64,0.5758,0.89,0.1642,7,101,108,Gugur
14475,2012-08-31,3,2012,8,0,0,5,1,2,0.64,0.5758,0.89,0.0896,21,400,421,Gugur
14476,2012-08-31,3,2012,8,0,0,5,1,2,0.7,0.6667,0.74,0.0,36,654,690,Gugur
14477,2012-08-31,3,2012,8,0,0,5,1,1,0.74,0.697,0.7,0.0,61,337,398,Gugur
14478,2012-08-31,3,2012,8,0,0,5,1,1,0.76,0.7121,0.62,0.0896,59,197,256,Gugur
14479,2012-08-31,3,2012,8,0,0,5,1,1,0.86,0.7424,0.28,0.2985,88,221,309,Gugur
14480,2012-08-31,3,2012,8,0,0,5,1,1,0.86,0.7424,0.26,0.2537,120,290,410,Gugur
14481,2012-08-31,3,2012,8,0,0,5,1,1,0.88,0.7576,0.27,0.3284,97,271,368,Gugur
14482,2012-08-31,3,2012,8,0,0,5,1,1,0.9,0.7727,0.25,0.2239,112,324,436,Gugur
14483,2012-08-31,3,2012,8,0,0,5,1,1,0.9,0.7879,0.27,0.2985,109,417,526,Gugur
14484,2012-08-31,3,2012,8,0,0,5,1,1,0.9,0.7879,0.27,0.2537,111,417,528,Gugur
14485,2012-08-31,3,2012,8,0,0,5,1,1,0.88,0.7727,0.32,0.1642,129,488,617,Gugur
14486,2012-08-31,3,2012,8,0,0,5,1,1,0.86,0.7576,0.36,0.2537,87,459,546,Gugur
14487,2012-08-31,3,2012,8,0,0,5,1,1,0.8,0.7424,0.49,0.1343,91,361,452,Gugur
14488,2012-08-31,3,2012,8,0,0,5,1,1,0.8,0.7424,0.49,0.1343,102,254,356,Gugur
14489,2012-08-31,3,2012,8,0,0,5,1,1,0.76,0.7121,0.58,0.194,71,232,303,Gugur
14490,2012-08-31,3,2012,8,0,0,5,1,1,0.76,0.7121,0.58,0.194,65,212,277,Gugur
14491,2012-08-31,3,2012,8,0,0,5,1,1,0.74,0.6818,0.62,0.1045,32,142,174,Gugur
14492,2012-09-01,3,2012,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,22,146,168,Gugur
14493,2012-09-01,3,2012,9,0,0,6,0,1,0.72,0.697,0.74,0.1343,11,68,79,Gugur
14494,2012-09-01,3,2012,9,0,0,6,0,1,0.7,0.6515,0.7,0.1642,8,61,69,Gugur
14495,2012-09-01,3,2012,9,0,0,6,0,1,0.7,0.6515,0.7,0.1045,6,29,35,Gugur
14496,2012-09-01,3,2012,9,0,0,6,0,1,0.7,0.6515,0.7,0.0,3,9,12,Gugur
14497,2012-09-01,3,2012,9,0,0,6,0,1,0.68,0.6364,0.79,0.0,2,20,22,Gugur
14498,2012-09-01,3,2012,9,0,0,6,0,1,0.68,0.6364,0.79,0.0,13,23,36,Gugur
14499,2012-09-01,3,2012,9,0,0,6,0,2,0.74,0.6818,0.58,0.1343,8,58,66,Gugur
14500,2012-09-01,3,2012,9,0,0,6,0,2,0.76,0.7121,0.58,0.2537,28,134,162,Gugur
14501,2012-09-01,3,2012,9,0,0,6,0,2,0.76,0.7121,0.58,0.194,62,175,237,Gugur
14502,2012-09-01,3,2012,9,0,0,6,0,2,0.78,0.7273,0.55,0.194,128,289,417,Gugur
14503,2012-09-01,3,2012,9,0,0,6,0,2,0.8,0.7576,0.55,0.2239,219,273,492,Gugur
14504,2012-09-01,3,2012,9,0,0,6,0,2,0.8,0.7576,0.55,0.1642,187,284,471,Gugur
14505,2012-09-01,3,2012,9,0,0,6,0,2,0.82,0.7727,0.52,0.0896,237,267,504,Gugur
14506,2012-09-01,3,2012,9,0,0,6,0,2,0.86,0.7879,0.44,0.1642,240,274,514,Gugur
14507,2012-09-01,3,2012,9,0,0,6,0,2,0.86,0.7879,0.44,0.2836,257,306,563,Gugur
14508,2012-09-01,3,2012,9,0,0,6,0,2,0.84,0.7879,0.49,0.1642,209,253,462,Gugur
14509,2012-09-01,3,2012,9,0,0,6,0,2,0.82,0.7727,0.52,0.0,205,258,463,Gugur
14510,2012-09-01,3,2012,9,0,0,6,0,2,0.82,0.7727,0.52,0.0,184,258,442,Gugur
14511,2012-09-01,3,2012,9,0,0,6,0,3,0.78,0.7424,0.62,0.0,157,235,392,Gugur
14512,2012-09-01,3,2012,9,0,0,6,0,3,0.76,0.7273,0.67,0.2537,67,140,207,Gugur
14513,2012-09-01,3,2012,9,0,0,6,0,3,0.64,0.5758,0.89,0.0,21,83,104,Gugur
14514,2012-09-01,3,2012,9,0,0,6,0,2,0.66,0.5909,0.89,0.0,21,57,78,Gugur
14515,2012-09-01,3,2012,9,0,0,6,0,1,0.66,0.5909,0.89,0.0896,57,88,145,Gugur
14516,2012-09-02,3,2012,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99,Gugur
14517,2012-09-02,3,2012,9,0,0,0,0,1,0.66,0.5909,0.89,0.0,15,58,73,Gugur
14518,2012-09-02,3,2012,9,0,0,0,0,1,0.66,0.5909,0.89,0.0,28,56,84,Gugur
14519,2012-09-02,3,2012,9,0,0,0,0,1,0.66,0.5909,0.89,0.0896,9,33,42,Gugur
14520,2012-09-02,3,2012,9,0,0,0,0,1,0.66,0.5909,0.89,0.0,7,15,22,Gugur
14521,2012-09-02,3,2012,9,0,0,0,0,1,0.66,0.5909,0.89,0.0,2,10,12,Gugur
14522,2012-09-02,3,2012,9,0,0,0,0,2,0.66,0.5909,0.89,0.0,2,13,15,Gugur
14523,2012-09-02,3,2012,9,0,0,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,Gugur
14524,2012-09-02,3,2012,9,0,0,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,Gugur
14525,2012-09-02,3,2012,9,0,0,0,0,2,0.7,0.6667,0.84,0.0,88,144,232,Gugur
14526,2012-09-02,3,2012,9,0,0,0,0,2,0.72,0.697,0.79,0.0,158,230,388,Gugur
14527,2012-09-02,3,2012,9,0,0,0,0,2,0.74,0.697,0.7,0.0,226,263,489,Gugur
14528,2012-09-02,3,2012,9,0,0,0,0,3,0.74,0.697,0.7,0.0,248,297,545,Gugur
14529,2012-09-02,3,2012,9,0,0,0,0,3,0.72,0.697,0.74,0.0896,263,230,493,Gugur
14530,2012-09-02,3,2012,9,0,0,0,0,3,0.72,0.697,0.79,0.0896,249,208,457,Gugur
14531,2012-09-02,3,2012,9,0,0,0,0,3,0.74,0.7121,0.74,0.1343,179,176,355,Gugur
14532,2012-09-02,3,2012,9,0,0,0,0,1,0.74,0.697,0.7,0.0,222,252,474,Gugur
14533,2012-09-02,3,2012,9,0,0,0,0,1,0.76,0.7273,0.66,0.0896,219,284,503,Gugur
14534,2012-09-02,3,2012,9,0,0,0,0,1,0.74,0.7121,0.74,0.0,227,273,500,Gugur
14535,2012-09-02,3,2012,9,0,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,Gugur
14536,2012-09-02,3,2012,9,0,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,Gugur
14537,2012-09-02,3,2012,9,0,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,Gugur
14538,2012-09-02,3,2012,9,0,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,Gugur
14539,2012-09-02,3,2012,9,0,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,Gugur
14540,2012-09-03,3,2012,9,0,1,1,0,2,0.66,0.5909,0.94,0.0,42,62,104,Gugur
14541,2012-09-03,3,2012,9,0,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55,Gugur
14542,2012-09-03,3,2012,9,0,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,Gugur
14543,2012-09-03,3,2012,9,0,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,Gugur
14544,2012-09-03,3,2012,9,0,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,Gugur
14545,2012-09-03,3,2012,9,0,1,1,0,1,0.66,0.5909,0.89,0.0,1,3,4,Gugur
14546,2012-09-03,3,2012,9,0,1,1,0,1,0.66,0.5909,0.94,0.0,3,12,15,Gugur
14547,2012-09-03,3,2012,9,0,1,1,0,1,0.68,0.6364,0.85,0.0,6,37,43,Gugur
14548,2012-09-03,3,2012,9,0,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127,Gugur
14549,2012-09-03,3,2012,9,0,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,Gugur
14550,2012-09-03,3,2012,9,0,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359,Gugur
14551,2012-09-03,3,2012,9,0,1,1,0,2,0.74,0.697,0.7,0.2836,187,272,459,Gugur
14552,2012-09-03,3,2012,9,0,1,1,0,2,0.76,0.7121,0.62,0.2985,191,352,543,Gugur
14553,2012-09-03,3,2012,9,0,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566,Gugur
14554,2012-09-03,3,2012,9,0,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512,Gugur
14555,2012-09-03,3,2012,9,0,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,Gugur
14556,2012-09-03,3,2012,9,0,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500,Gugur
14557,2012-09-03,3,2012,9,0,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498,Gugur
14558,2012-09-03,3,2012,9,0,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482,Gugur
14559,2012-09-03,3,2012,9,0,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,Gugur
14560,2012-09-03,3,2012,9,0,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,Gugur
14561,2012-09-03,3,2012,9,0,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,Gugur
14562,2012-09-03,3,2012,9,0,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121,Gugur
14563,2012-09-03,3,2012,9,0,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70,Gugur
14564,2012-09-04,3,2012,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,10,19,29,Gugur
14565,2012-09-04,3,2012,9,0,0,2,1,1,0.68,0.6364,0.82,0.1343,15,9,24,Gugur
14566,2012-09-04,3,2012,9,0,0,2,1,1,0.68,0.6364,0.82,0.1343,1,4,5,Gugur
14567,2012-09-04,3,2012,9,0,0,2,1,2,0.66,0.5909,0.89,0.0896,1,9,10,Gugur
14568,2012-09-04,3,2012,9,0,0,2,1,2,0.66,0.5909,0.89,0.0,0,8,8,Gugur
14569,2012-09-04,3,2012,9,0,0,2,1,2,0.66,0.5909,0.89,0.0,1,37,38,Gugur
14570,2012-09-04,3,2012,9,0,0,2,1,2,0.68,0.6364,0.89,0.1045,7,165,172,Gugur
14571,2012-09-04,3,2012,9,0,0,2,1,2,0.68,0.6364,0.89,0.1045,13,480,493,Gugur
14572,2012-09-04,3,2012,9,0,0,2,1,1,0.7,0.6667,0.84,0.1642,15,617,632,Gugur
14573,2012-09-04,3,2012,9,0,0,2,1,2,0.72,0.697,0.79,0.2239,30,293,323,Gugur
14574,2012-09-04,3,2012,9,0,0,2,1,2,0.72,0.697,0.74,0.2537,42,130,172,Gugur
14575,2012-09-04,3,2012,9,0,0,2,1,2,0.74,0.697,0.7,0.2836,39,159,198,Gugur
14576,2012-09-04,3,2012,9,0,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233,287,Gugur
14577,2012-09-04,3,2012,9,0,0,2,1,1,0.8,0.7576,0.55,0.4478,72,203,275,Gugur
14578,2012-09-04,3,2012,9,0,0,2,1,1,0.8,0.7576,0.55,0.4179,72,202,274,Gugur
14579,2012-09-04,3,2012,9,0,0,2,1,1,0.8,0.7727,0.59,0.4627,68,224,292,Gugur
14580,2012-09-04,3,2012,9,0,0,2,1,1,0.76,0.7273,0.7,0.4179,61,397,458,Gugur
14581,2012-09-04,3,2012,9,0,0,2,1,1,0.76,0.7273,0.7,0.3582,110,746,856,Gugur
14582,2012-09-04,3,2012,9,0,0,2,1,1,0.76,0.7424,0.75,0.2239,94,745,839,Gugur
14583,2012-09-04,3,2012,9,0,0,2,1,1,0.76,0.7273,0.7,0.2239,50,502,552,Gugur
14584,2012-09-04,3,2012,9,0,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385,Gugur
14585,2012-09-04,3,2012,9,0,0,2,1,1,0.74,0.7121,0.74,0.2537,28,240,268,Gugur
14586,2012-09-04,3,2012,9,0,0,2,1,1,0.74,0.697,0.7,0.2836,25,154,179,Gugur
14587,2012-09-04,3,2012,9,0,0,2,1,1,0.72,0.697,0.74,0.2985,12,83,95,Gugur
14588,2012-09-05,3,2012,9,0,0,3,1,1,0.72,0.697,0.74,0.2537,10,27,37,Gugur
14589,2012-09-05,3,2012,9,0,0,3,1,1,0.7,0.6667,0.84,0.194,2,11,13,Gugur
14590,2012-09-05,3,2012,9,0,0,3,1,1,0.7,0.6667,0.84,0.194,0,9,9,Gugur
14591,2012-09-05,3,2012,9,0,0,3,1,1,0.7,0.6667,0.79,0.2836,0,4,4,Gugur
14592,2012-09-05,3,2012,9,0,0,3,1,1,0.7,0.6667,0.79,0.2836,2,3,5,Gugur
14593,2012-09-05,3,2012,9,0,0,3,1,2,0.7,0.6667,0.79,0.2985,1,39,40,Gugur
14594,2012-09-05,3,2012,9,0,0,3,1,1,0.7,0.6667,0.79,0.2836,7,203,210,Gugur
14595,2012-09-05,3,2012,9,0,0,3,1,2,0.7,0.6667,0.79,0.2537,11,489,500,Gugur
14596,2012-09-05,3,2012,9,0,0,3,1,1,0.72,0.697,0.74,0.194,33,692,725,Gugur
14597,2012-09-05,3,2012,9,0,0,3,1,1,0.74,0.697,0.7,0.2537,27,263,290,Gugur
14598,2012-09-05,3,2012,9,0,0,3,1,2,0.76,0.7273,0.7,0.1642,54,181,235,Gugur
14599,2012-09-05,3,2012,9,0,0,3,1,2,0.78,0.7424,0.62,0.1642,61,156,217,Gugur
14600,2012-09-05,3,2012,9,0,0,3,1,1,0.78,0.7727,0.7,0.1045,49,217,266,Gugur
14601,2012-09-05,3,2012,9,0,0,3,1,1,0.8,0.7879,0.63,0.1642,50,184,234,Gugur
14602,2012-09-05,3,2012,9,0,0,3,1,1,0.82,0.7879,0.56,0.1045,34,177,211,Gugur
14603,2012-09-05,3,2012,9,0,0,3,1,1,0.78,0.7727,0.7,0.194,41,204,245,Gugur
14604,2012-09-05,3,2012,9,0,0,3,1,1,0.76,0.7273,0.7,0.2537,86,344,430,Gugur
14605,2012-09-05,3,2012,9,0,0,3,1,1,0.76,0.7273,0.66,0.2537,83,780,863,Gugur
14606,2012-09-05,3,2012,9,0,0,3,1,1,0.76,0.7424,0.75,0.194,82,757,839,Gugur
14607,2012-09-05,3,2012,9,0,0,3,1,1,0.74,0.697,0.7,0.1642,64,598,662,Gugur
14608,2012-09-05,3,2012,9,0,0,3,1,1,0.72,0.7121,0.84,0.1642,55,357,412,Gugur
14609,2012-09-05,3,2012,9,0,0,3,1,1,0.72,0.697,0.79,0.0,18,278,296,Gugur
14610,2012-09-05,3,2012,9,0,0,3,1,1,0.72,0.697,0.79,0.0,38,181,219,Gugur
14611,2012-09-05,3,2012,9,0,0,3,1,1,0.7,0.6667,0.84,0.0896,24,126,150,Gugur
14612,2012-09-06,3,2012,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,30,35,65,Gugur
14613,2012-09-06,3,2012,9,0,0,4,1,2,0.7,0.6667,0.84,0.0,2,16,18,Gugur
14614,2012-09-06,3,2012,9,0,0,4,1,1,0.72,0.697,0.79,0.0,1,7,8,Gugur
14615,2012-09-06,3,2012,9,0,0,4,1,1,0.7,0.6667,0.84,0.1045,0,9,9,Gugur
14616,2012-09-06,3,2012,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,0,8,8,Gugur
14617,2012-09-06,3,2012,9,0,0,4,1,2,0.7,0.6667,0.84,0.194,3,35,38,Gugur
14618,2012-09-06,3,2012,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,11,189,200,Gugur
14619,2012-09-06,3,2012,9,0,0,4,1,2,0.7,0.6667,0.84,0.1045,21,461,482,Gugur
14620,2012-09-06,3,2012,9,0,0,4,1,3,0.7,0.6667,0.79,0.0,24,622,646,Gugur
14621,2012-09-06,3,2012,9,0,0,4,1,3,0.66,0.5909,0.94,0.1343,8,115,123,Gugur
14622,2012-09-06,3,2012,9,0,0,4,1,3,0.66,0.5909,0.94,0.1343,9,40,49,Gugur
14623,2012-09-06,3,2012,9,0,0,4,1,3,0.7,0.6667,0.84,0.1642,10,52,62,Gugur
14624,2012-09-06,3,2012,9,0,0,4,1,2,0.72,0.697,0.79,0.2239,11,126,137,Gugur
14625,2012-09-06,3,2012,9,0,0,4,1,2,0.72,0.697,0.79,0.1045,39,152,191,Gugur
14626,2012-09-06,3,2012,9,0,0,4,1,1,0.74,0.7121,0.74,0.0896,38,178,216,Gugur
14627,2012-09-06,3,2012,9,0,0,4,1,1,0.74,0.697,0.66,0.194,42,228,270,Gugur
14628,2012-09-06,3,2012,9,0,0,4,1,1,0.74,0.697,0.7,0.2239,42,374,416,Gugur
14629,2012-09-06,3,2012,9,0,0,4,1,1,0.74,0.697,0.7,0.2537,67,741,808,Gugur
14630,2012-09-06,3,2012,9,0,0,4,1,1,0.72,0.6818,0.7,0.2537,74,761,835,Gugur
14631,2012-09-06,3,2012,9,0,0,4,1,1,0.68,0.6364,0.74,0.2537,54,504,558,Gugur
14632,2012-09-06,3,2012,9,0,0,4,1,1,0.66,0.6061,0.78,0.2239,50,356,406,Gugur
14633,2012-09-06,3,2012,9,0,0,4,1,1,0.64,0.5758,0.89,0.1642,32,240,272,Gugur
14634,2012-09-06,3,2012,9,0,0,4,1,1,0.64,0.5758,0.89,0.1642,24,193,217,Gugur
14635,2012-09-06,3,2012,9,0,0,4,1,1,0.64,0.5758,0.89,0.1642,19,150,169,Gugur
14636,2012-09-07,3,2012,9,0,0,5,1,1,0.64,0.5758,0.89,0.1343,17,79,96,Gugur
14637,2012-09-07,3,2012,9,0,0,5,1,1,0.62,0.5606,0.88,0.1045,10,19,29,Gugur
14638,2012-09-07,3,2012,9,0,0,5,1,1,0.62,0.5758,0.83,0.0896,1,10,11,Gugur
14639,2012-09-07,3,2012,9,0,0,5,1,1,0.62,0.5758,0.83,0.0896,0,9,9,Gugur
14640,2012-09-07,3,2012,9,0,0,5,1,1,0.62,0.5606,0.88,0.0,1,7,8,Gugur
14641,2012-09-07,3,2012,9,0,0,5,1,1,0.62,0.5606,0.88,0.0,1,39,40,Gugur
14642,2012-09-07,3,2012,9,0,0,5,1,1,0.62,0.5606,0.88,0.1045,5,135,140,Gugur
14643,2012-09-07,3,2012,9,0,0,5,1,1,0.64,0.5758,0.89,0.1045,21,465,486,Gugur
14644,2012-09-07,3,2012,9,0,0,5,1,1,0.66,0.6061,0.83,0.1045,29,690,719,Gugur
14645,2012-09-07,3,2012,9,0,0,5,1,1,0.7,0.6667,0.79,0.1343,33,311,344,Gugur
14646,2012-09-07,3,2012,9,0,0,5,1,1,0.72,0.697,0.74,0.1343,53,171,224,Gugur
14647,2012-09-07,3,2012,9,0,0,5,1,1,0.76,0.7121,0.62,0.1343,81,215,296,Gugur
14648,2012-09-07,3,2012,9,0,0,5,1,1,0.78,0.7424,0.59,0.1642,76,247,323,Gugur
14649,2012-09-07,3,2012,9,0,0,5,1,1,0.8,0.7727,0.59,0.2537,71,283,354,Gugur
14650,2012-09-07,3,2012,9,0,0,5,1,1,0.8,0.7727,0.59,0.2537,66,187,253,Gugur
14651,2012-09-07,3,2012,9,0,0,5,1,1,0.8,0.7576,0.55,0.2537,66,265,331,Gugur
14652,2012-09-07,3,2012,9,0,0,5,1,1,0.8,0.7576,0.55,0.2836,75,395,470,Gugur
14653,2012-09-07,3,2012,9,0,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684,772,Gugur
14654,2012-09-07,3,2012,9,0,0,5,1,1,0.76,0.7121,0.62,0.2985,95,697,792,Gugur
14655,2012-09-07,3,2012,9,0,0,5,1,1,0.74,0.6818,0.62,0.2836,70,498,568,Gugur
14656,2012-09-07,3,2012,9,0,0,5,1,1,0.72,0.6818,0.66,0.2239,51,340,391,Gugur
14657,2012-09-07,3,2012,9,0,0,5,1,1,0.7,0.6667,0.74,0.1642,55,246,301,Gugur
14658,2012-09-07,3,2012,9,0,0,5,1,1,0.7,0.6667,0.74,0.2239,52,247,299,Gugur
14659,2012-09-07,3,2012,9,0,0,5,1,1,0.66,0.5909,0.89,0.2537,28,220,248,Gugur
14660,2012-09-08,3,2012,9,0,0,6,0,1,0.66,0.5909,0.89,0.2537,20,130,150,Gugur
14661,2012-09-08,3,2012,9,0,0,6,0,2,0.66,0.5909,0.89,0.2836,10,107,117,Gugur
14662,2012-09-08,3,2012,9,0,0,6,0,1,0.66,0.5909,0.89,0.3284,9,68,77,Gugur
14663,2012-09-08,3,2012,9,0,0,6,0,2,0.66,0.5909,0.89,0.2239,3,40,43,Gugur
14664,2012-09-08,3,2012,9,0,0,6,0,2,0.66,0.5909,0.94,0.2239,3,8,11,Gugur
14665,2012-09-08,3,2012,9,0,0,6,0,2,0.66,0.5909,0.94,0.2537,2,13,15,Gugur
14666,2012-09-08,3,2012,9,0,0,6,0,2,0.66,0.5909,0.89,0.2836,8,26,34,Gugur
14667,2012-09-08,3,2012,9,0,0,6,0,1,0.66,0.5909,0.89,0.2836,11,71,82,Gugur
14668,2012-09-08,3,2012,9,0,0,6,0,1,0.7,0.6667,0.79,0.3284,33,197,230,Gugur
14669,2012-09-08,3,2012,9,0,0,6,0,1,0.7,0.6667,0.74,0.3881,87,261,348,Gugur
14670,2012-09-08,3,2012,9,0,0,6,0,1,0.74,0.697,0.7,0.3881,100,322,422,Gugur
14671,2012-09-08,3,2012,9,0,0,6,0,1,0.76,0.7121,0.62,0.4478,173,405,578,Gugur
14672,2012-09-08,3,2012,9,0,0,6,0,1,0.8,0.7576,0.55,0.4925,220,474,694,Gugur
14673,2012-09-08,3,2012,9,0,0,6,0,1,0.82,0.7727,0.52,0.5224,233,435,668,Gugur
14674,2012-09-08,3,2012,9,0,0,6,0,1,0.82,0.7727,0.52,0.4478,260,366,626,Gugur
14675,2012-09-08,3,2012,9,0,0,6,0,3,0.56,0.5303,0.88,0.2537,175,337,512,Gugur
14676,2012-09-08,3,2012,9,0,0,6,0,3,0.56,0.5303,0.88,0.194,19,95,114,Gugur
14677,2012-09-08,3,2012,9,0,0,6,0,3,0.58,0.5455,0.83,0.194,52,119,171,Gugur
14678,2012-09-08,3,2012,9,0,0,6,0,3,0.58,0.5455,0.83,0.1343,27,140,167,Gugur
14679,2012-09-08,3,2012,9,0,0,6,0,3,0.58,0.5455,0.88,0.1045,28,187,215,Gugur
14680,2012-09-08,3,2012,9,0,0,6,0,2,0.58,0.5455,0.88,0.0896,28,166,194,Gugur
14681,2012-09-08,3,2012,9,0,0,6,0,2,0.6,0.5606,0.83,0.1642,26,155,181,Gugur
14682,2012-09-08,3,2012,9,0,0,6,0,2,0.58,0.5455,0.78,0.2985,18,176,194,Gugur
14683,2012-09-08,3,2012,9,0,0,6,0,2,0.58,0.5455,0.73,0.1642,12,121,133,Gugur
14684,2012-09-09,3,2012,9,0,0,0,0,2,0.56,0.5303,0.73,0.194,18,106,124,Gugur
14685,2012-09-09,3,2012,9,0,0,0,0,1,0.56,0.5303,0.73,0.2239,20,104,124,Gugur
14686,2012-09-09,3,2012,9,0,0,0,0,1,0.54,0.5152,0.77,0.2836,15,81,96,Gugur
14687,2012-09-09,3,2012,9,0,0,0,0,1,0.54,0.5152,0.73,0.2239,14,32,46,Gugur
14688,2012-09-09,3,2012,9,0,0,0,0,1,0.52,0.5,0.77,0.2537,12,16,28,Gugur
14689,2012-09-09,3,2012,9,0,0,0,0,1,0.52,0.5,0.77,0.194,16,39,55,Gugur
14690,2012-09-09,3,2012,9,0,0,0,0,1,0.52,0.5,0.77,0.194,11,24,35,Gugur
14691,2012-09-09,3,2012,9,0,0,0,0,1,0.54,0.5152,0.73,0.1642,20,50,70,Gugur
14692,2012-09-09,3,2012,9,0,0,0,0,1,0.58,0.5455,0.68,0.2239,27,143,170,Gugur
14693,2012-09-09,3,2012,9,0,0,0,0,1,0.62,0.6061,0.61,0.2537,85,214,299,Gugur
14694,2012-09-09,3,2012,9,0,0,0,0,1,0.64,0.6212,0.57,0.2985,172,323,495,Gugur
14695,2012-09-09,3,2012,9,0,0,0,0,1,0.66,0.6212,0.47,0.2537,194,391,585,Gugur
14696,2012-09-09,3,2012,9,0,0,0,0,1,0.66,0.6212,0.47,0.0,247,510,757,Gugur
14697,2012-09-09,3,2012,9,0,0,0,0,1,0.68,0.6364,0.39,0.0,238,491,729,Gugur
14698,2012-09-09,3,2012,9,0,0,0,0,1,0.72,0.6515,0.3,0.2836,232,415,647,Gugur
14699,2012-09-09,3,2012,9,0,0,0,0,1,0.72,0.6515,0.32,0.2537,284,412,696,Gugur
14700,2012-09-09,3,2012,9,0,0,0,0,1,0.68,0.6364,0.36,0.2836,228,473,701,Gugur
